begin,AFKS,AFLT,ALRS,BSPB,CBOM,CHMF,ENPG,FLOT,GAZP,HYDR,IRAO,LKOH,MAGN,MOEX,MSNG,MTLR,MTSS,NLMK,NVTK,PHOR,PIKK,PLZL,POSI,RENI,ROSN,RTKM,RUAL,SBER,SBERP,SELG,SNGS,SNGSP,TATN,TATNP,TRNFP,UPRO,VTBR
2022-06-02,12.826,26.98,72.96,64.78,5.532,815.8,609.5,38.67,296.0,0.7975,3.3,4035.0,34.89,86.72,1.985,130.57,261.7,136.26,862.4,7013.0,543.2,1140.0,882.2,40.01,368.75,57.8,60.5,119.0,112.11,48.08,22.0,36.05,390.1,354.0,1227.0,1.245,89.675
2022-06-03,12.843,26.74,70.12,65.22,5.461,711.0,594.5,38.04,297.0,0.854,3.2525,3980.5,33.02,88.7,2.0615,123.06,259.5,130.02,817.0,7047.0,541.7,1114.5,879.8,41.55,365.45,57.81,60.8,119.21,112.02,48.15,21.605,35.915,391.8,347.8,1210.0,1.23,87.75
2022-06-06,12.54,25.92,71.22,66.8,5.442,716.8,576.0,37.79,296.5,0.82,3.26,3940.0,31.475,86.58,2.0105,117.5,268.35,129.5,791.6,7031.0,541.0,1109.0,860.0,43.59,368.8,57.98,60.405,118.78,113.7,48.3,21.475,36.02,390.0,346.0,1201.0,1.23,87.075
2022-06-07,12.47,27.2,71.05,66.22,5.433,717.4,572.0,37.69,297.99,0.815,3.25,3959.5,31.38,86.14,1.9705,129.0,270.2,131.98,814.6,7100.0,539.9,1084.9,850.0,43.97,366.55,57.95,60.295,118.32,113.0,48.38,21.735,35.83,393.0,349.8,1221.0,1.22,86.05
2022-06-08,12.565,27.14,68.09,67.12,5.26,731.8,588.0,37.64,308.0,0.8203,3.2385,3945.5,32.025,86.35,1.9755,126.65,272.35,133.88,812.2,7195.0,537.8,1079.95,861.8,45.08,372.85,57.85,60.33,119.9,115.14,48.41,22.1,35.6,405.6,359.0,1238.5,1.202,86.7
2022-06-09,12.302,26.36,66.06,66.25,5.175,714.0,568.0,37.69,306.5,0.8065,3.005,3876.0,30.895,85.89,2.01,123.54,270.7,129.78,815.8,7231.0,564.0,1068.0,859.0,44.08,373.25,57.92,58.98,118.2,113.94,48.47,21.93,35.4,405.8,357.3,1301.0,1.201,85.15
2022-06-10,12.45,26.3,68.02,66.6,5.16,721.0,556.5,37.0,309.2,0.7945,3.14,3898.0,30.785,85.7,2.034,121.1,274.0,130.7,798.0,7262.0,555.0,1019.2,847.0,44.07,369.5,57.76,57.94,118.07,114.1,49.69,22.1,35.485,424.5,364.9,1371.0,1.274,85.0
2022-06-14,12.55,25.96,66.8,67.92,5.144,720.0,538.0,36.45,317.69,0.777,3.22,3891.5,30.82,85.51,2.077,119.54,274.9,129.84,799.4,7190.0,541.0,1030.0,848.6,44.1,371.6,57.79,55.3,118.98,114.49,50.0,21.795,35.14,427.2,365.0,1302.5,1.55,87.475
2022-06-15,12.461,25.94,66.7,68.54,5.186,726.0,535.0,36.74,316.2,0.7863,3.22,4115.0,32.07,85.39,2.1665,119.0,276.1,128.78,847.0,7217.0,545.4,1015.2,849.6,43.98,375.65,58.04,56.78,121.14,116.51,50.09,21.815,35.475,424.5,370.0,1296.0,1.49,88.0
2022-06-16,12.695,26.86,68.0,69.45,5.289,741.4,536.0,37.22,316.99,0.792,3.293,4261.5,33.2,87.09,2.1565,120.92,277.05,131.0,887.2,7670.0,559.2,1024.5,846.0,43.81,383.0,59.43,57.25,123.73,117.39,51.84,23.025,35.96,440.0,389.1,1305.0,1.49,88.975
2022-06-17,12.508,27.52,67.9,68.99,5.249,735.0,531.0,37.31,315.5,0.785,3.445,4182.0,33.275,86.05,2.1485,119.62,274.7,130.12,875.8,7543.0,578.3,1035.05,844.4,43.81,384.45,59.83,56.56,123.88,118.4,52.04,22.695,35.81,431.0,391.9,1289.0,1.419,89.5
2022-06-20,12.83,28.14,69.78,69.49,5.38,768.0,524.5,39.5,311.98,0.803,3.638,4209.5,34.3,88.45,2.173,118.98,274.45,134.38,978.0,7850.0,581.1,1022.8,855.0,44.15,389.8,60.68,56.015,131.29,124.84,48.11,23.045,35.78,441.0,416.0,1297.0,1.445,93.7
2022-06-21,12.972,26.88,68.8,69.32,5.289,770.6,524.5,38.05,301.58,0.7972,3.5555,4045.0,34.49,87.22,2.116,116.3,272.7,134.3,998.0,7770.0,636.3,977.7,876.0,43.91,381.3,59.89,54.5,129.1,123.3,46.38,22.61,35.3,440.6,406.9,1272.0,1.439,91.02499999999999
2022-06-22,12.9,26.76,67.33,70.5,5.314,785.8,514.0,37.49,295.8,0.8006,3.617,4139.0,33.89,86.58,2.1,113.87,274.0,134.86,1026.0,7802.0,630.0,960.95,871.4,44.08,377.6,59.55,53.825,133.11,127.8,45.01,22.51,34.4,444.6,401.6,1257.0,1.471,92.55
2022-06-23,13.531,26.92,68.83,71.51,5.365,807.0,514.0,37.9,303.5,0.7998,3.596,4150.0,34.855,87.81,2.0975,112.48,276.2,137.0,1010.0,7990.0,691.5,928.8,894.8,45.0,378.4,59.43,55.48,136.85,130.5,45.23,22.52,34.73,449.0,406.4,1267.5,1.424,92.925
2022-06-24,13.97,26.82,71.26,71.35,5.264,818.6,509.5,39.08,296.0,0.802,3.63,4100.0,33.845,89.37,2.095,118.89,278.35,135.9,1003.0,7909.0,709.0,943.15,914.0,44.6,377.0,60.4,54.96,137.76,130.18,44.84,22.495,34.98,448.5,405.9,1258.5,1.439,92.99999999999999
2022-06-27,14.567,27.9,74.72,75.0,5.299,832.6,521.0,43.17,296.2,0.8099,3.8,4100.0,33.5,90.25,2.117,119.57,276.2,136.0,1008.0,7930.0,783.0,922.0,891.6,44.7,376.65,64.03,55.715,141.15,134.2,43.58,22.88,35.055,458.0,410.0,1257.5,1.452,95.5
2022-06-28,14.6,28.78,72.57,77.48,5.171,810.8,524.5,41.8,297.2,0.8001,3.7065,3989.5,33.01,87.95,2.1395,122.64,277.4,134.0,1005.8,7881.0,794.5,910.1,899.2,44.2,381.85,66.61,54.6,139.99,133.36,42.1,26.85,35.57,447.2,404.5,1238.0,1.464,96.5
2022-06-29,14.88,27.8,70.81,77.85,5.125,840.0,512.0,40.35,297.65,0.8005,3.5265,4015.0,33.405,86.9,2.1215,123.42,275.7,137.78,1019.0,8085.0,737.1,922.5,883.0,44.37,384.2,67.0,54.715,132.8,127.99,41.67,24.9,35.1,440.8,402.1,1228.0,1.541,93.52499999999999
2022-06-30,14.5,26.68,67.7,75.4,4.987,830.0,487.5,38.78,207.0,0.7846,3.33,3905.0,32.095,85.77,2.029,123.89,273.7,133.4,1024.0,7880.0,730.1,885.0,868.0,44.0,362.25,63.81,53.53,125.2,121.21,40.79,24.03,34.95,429.5,398.9,1194.5,1.482,88.9
2022-07-01,14.85,26.74,66.24,71.5,5.037,830.0,489.5,42.1,192.5,0.8001,3.4375,3944.0,32.38,85.36,2.062,123.66,278.85,133.1,1060.2,7800.0,780.0,846.4,890.0,44.5,375.15,65.47,52.84,129.91,126.5,39.99,25.11,36.0,422.1,380.0,1200.5,1.468,87.525
2022-07-04,15.0,27.12,64.55,69.76,5.006,846.8,466.0,40.49,186.25,0.7998,3.46,3949.5,31.31,85.02,2.0745,121.2,280.55,135.5,1025.0,7692.0,742.0,799.75,868.4,43.95,371.6,66.0,54.245,131.43,127.0,39.52,25.485,35.9,433.0,383.0,1213.0,1.475,92.75
2022-07-05,15.0,28.26,64.99,69.15,5.03,832.0,493.0,40.1,197.3,0.8004,3.42,4015.0,31.095,85.26,2.097,122.94,276.3,136.5,970.2,7631.0,745.3,810.0,877.0,43.9,371.5,65.55,57.51,133.5,127.79,39.5,26.97,36.03,426.0,382.5,1220.0,1.47,93.925
2022-07-06,15.163,27.34,64.96,70.46,5.001,831.2,481.5,39.7,195.42,0.8052,3.422,3962.0,32.16,85.48,2.093,123.6,270.05,138.9,1009.6,7865.0,751.5,802.0,865.0,45.87,369.65,66.67,55.63,134.0,127.0,39.6,26.37,36.13,429.8,383.8,1224.0,1.451,93.60000000000001
2022-07-07,15.051,27.78,65.35,70.24,4.936,823.8,485.5,39.3,197.92,0.797,3.4195,3956.0,32.25,85.31,2.1145,121.57,273.0,138.38,998.0,7920.0,756.9,822.5,864.0,47.44,364.95,65.49,55.9,133.09,126.2,40.08,26.135,36.08,407.9,365.3,1234.0,1.47,93.67500000000001
2022-07-08,15.044,27.6,66.84,69.81,4.916,821.4,485.5,39.3,198.0,0.803,3.399,3911.0,31.5,85.2,1.932,121.95,275.05,138.0,993.0,7929.0,757.0,837.6,869.6,47.25,351.2,66.54,55.83,133.3,126.5,40.1,25.995,35.91,409.9,361.9,1236.5,1.469,94.14999999999999
2022-07-11,14.8,27.7,65.11,69.51,4.789,808.6,468.0,37.9,188.9,0.8025,3.4005,3848.5,30.755,84.48,1.85,116.9,239.85,136.52,968.6,7726.0,731.0,848.4,862.2,47.49,343.8,65.88,54.495,126.8,121.99,39.5,25.185,35.835,400.0,355.9,1246.0,1.43,91.625
2022-07-12,14.173,27.3,65.18,68.74,4.721,779.8,454.0,37.85,191.4,0.801,3.275,3752.0,29.99,83.48,1.8,115.4,236.85,132.52,942.0,7302.0,720.0,832.0,850.0,45.58,333.5,65.19,52.965,129.0,122.67,38.24,24.78,35.415,391.8,347.4,1248.0,1.43,90.825
2022-07-13,13.381,26.68,63.7,68.14,4.575,756.4,429.0,36.6,186.0,0.7941,3.2005,3645.5,28.55,81.55,1.767,111.73,233.9,129.8,916.2,7102.0,723.0,817.1,863.6,45.6,321.0,63.74,50.11,126.0,120.36,36.64,24.33,34.68,375.8,340.9,1220.0,1.419,89.42500000000001
2022-07-14,13.107,26.86,63.08,67.57,4.526,743.6,418.5,35.25,184.55,0.7893,3.29,3608.0,27.97,81.9,1.761,112.27,229.8,127.14,926.6,7238.0,729.0,818.2,860.0,44.45,315.45,62.86,48.95,125.9,120.49,35.0,23.95,33.765,366.6,332.8,1215.0,1.42,88.74999999999999
2022-07-15,13.697,27.06,63.76,78.74,4.601,739.8,424.0,35.14,187.61,0.798,3.404,3709.0,27.495,82.5,1.7555,113.97,236.9,129.78,953.0,7423.0,739.3,837.5,870.0,44.9,330.5,64.5,49.5,128.9,122.96,35.31,24.55,33.985,379.9,347.0,1225.0,1.426,89.92500000000001
2022-07-18,13.47,27.08,62.53,84.84,4.571,722.2,412.0,35.64,186.7,0.7777,3.255,3645.0,27.11,82.92,1.836,114.49,236.3,125.46,946.6,7320.0,770.0,827.15,863.8,44.24,326.0,64.79,49.335,128.11,122.39,36.01,24.45,33.12,380.6,348.2,1235.5,1.444,90.39999999999999
2022-07-19,13.37,26.68,60.5,82.8,4.54,715.0,392.0,35.3,189.51,0.7598,3.258,3600.0,26.56,82.05,1.795,112.47,232.55,123.2,928.8,7225.0,754.0,826.0,870.0,44.78,320.75,59.6,48.7,127.76,121.39,35.73,24.05,28.69,374.6,342.0,1123.0,1.425,92.025
2022-07-20,13.197,26.6,60.84,83.17,4.5,702.8,396.0,35.46,193.3,0.7505,3.3165,3580.0,26.175,82.43,1.7815,111.8,232.6,119.98,925.8,7190.0,766.6,817.95,886.8,44.9,330.0,61.03,47.6,126.44,120.28,35.09,24.9,28.91,379.5,344.2,1135.5,1.418,91.14999999999999
2022-07-21,13.01,27.58,61.3,83.78,4.47,683.0,397.0,35.07,189.59,0.7328,3.2755,3539.5,25.725,82.37,1.775,111.3,229.05,115.88,916.0,7190.0,782.0,793.35,895.0,44.27,328.2,60.48,49.95,125.48,119.5,34.17,25.77,29.41,375.7,341.3,1108.5,1.404,90.9
2022-07-22,13.56,27.3,62.85,85.69,4.576,689.6,408.0,35.66,192.25,0.742,3.283,3688.0,26.53,84.81,1.7925,112.79,230.8,117.44,944.0,7286.0,776.0,771.7,886.4,44.35,340.0,60.25,48.51,128.82,122.98,34.5,26.365,29.51,381.1,344.0,1114.0,1.42,91.95
2022-07-25,13.99,27.82,63.0,87.59,4.675,695.0,425.0,35.55,192.0,0.7703,3.2665,3669.0,26.84,84.63,1.837,122.15,230.85,118.72,960.8,7245.0,770.0,767.65,888.8,44.86,336.6,60.73,49.16,131.45,125.0,35.46,27.05,29.685,383.1,346.0,1114.0,1.433,92.55
2022-07-26,14.351,27.94,64.1,86.03,4.664,723.0,443.0,35.97,193.95,0.787,3.304,3825.0,27.46,86.7,1.869,124.39,233.25,123.1,1008.0,7262.0,760.0,799.85,910.0,44.4,347.0,60.93,49.88,132.9,126.29,37.37,26.785,29.31,388.1,358.3,1116.5,1.422,93.15
2022-07-27,14.0,27.76,64.51,86.98,4.643,742.4,446.5,35.93,196.49,0.7738,3.2585,3847.5,27.54,86.5,1.864,122.55,235.65,125.56,1038.0,7379.0,752.5,815.55,934.8,45.9,348.7,60.6,50.45,132.5,126.0,38.27,26.105,29.1,392.3,366.5,1117.0,1.424,92.25
2022-07-28,13.91,27.7,65.0,86.52,4.702,720.0,436.0,35.72,196.25,0.7619,3.2345,3831.0,26.61,85.96,1.88,123.85,243.15,125.5,1025.2,7360.0,754.5,824.25,968.2,46.5,344.3,60.73,49.38,131.72,125.27,41.65,25.88,28.91,395.0,370.3,1111.5,1.49,92.5
2022-07-29,14.766,27.7,64.5,86.5,4.896,733.8,442.5,35.86,195.26,0.7701,3.233,3877.0,26.47,86.2,1.879,125.4,243.45,130.0,1052.0,7441.0,771.0,864.4,990.0,46.27,353.0,60.96,50.235,131.9,125.55,44.0,28.165,29.35,409.0,376.1,1113.0,1.482,92.925
2022-08-01,14.17,27.44,64.51,86.61,5.027,732.0,431.0,36.08,192.0,0.75,3.25,3931.0,27.8,84.91,1.865,124.44,241.75,131.7,1035.0,7305.0,755.5,852.7,988.0,45.2,348.0,60.23,49.15,127.34,122.06,42.75,27.425,29.1,395.1,374.8,1104.5,1.465,90.775
2022-08-02,13.76,26.92,64.46,86.11,4.975,725.4,413.0,35.95,187.16,0.75,3.245,3823.0,26.59,82.82,1.859,119.5,241.0,130.0,1009.0,7211.0,727.0,809.55,1040.6,44.95,335.8,59.45,47.795,127.53,122.0,41.01,26.455,28.93,394.3,371.1,1088.0,1.455,90.05000000000001
2022-08-03,13.779,26.96,62.86,85.72,5.019,696.0,404.0,35.7,187.04,0.7447,3.2205,3799.0,24.12,82.82,1.8495,120.19,246.3,125.04,988.0,7148.0,719.0,781.3,1057.0,45.19,330.25,59.22,45.95,126.85,121.27,42.25,26.005,28.8,397.6,374.0,1095.0,1.443,89.0
2022-08-04,14.225,26.62,61.95,86.02,4.979,698.4,408.5,35.89,184.9,0.7277,3.09,3720.0,23.92,83.32,1.828,122.3,251.0,124.5,1003.6,7081.0,737.0,751.4,1030.0,45.09,324.6,58.7,44.925,126.95,121.37,42.9,26.345,28.305,403.1,374.0,1048.0,1.422,89.725
2022-08-05,13.733,26.16,61.21,86.12,4.992,680.0,394.0,34.81,176.58,0.722,3.042,3679.5,23.46,81.32,1.741,118.5,241.45,120.1,975.0,6847.0,732.1,726.1,1009.6,45.1,322.7,58.25,43.835,122.4,117.0,42.81,25.39,29.045,387.0,362.1,1016.5,1.388,88.1
2022-08-08,13.775,26.84,61.8,87.0,5.09,683.6,401.0,35.15,177.86,0.7517,3.115,3720.0,23.81,81.88,1.7925,123.39,247.15,118.74,1009.8,7444.0,741.7,720.0,1040.2,44.9,327.35,60.0,43.775,123.81,118.91,43.88,25.64,29.115,383.7,366.1,1009.5,1.38,88.275
2022-08-09,14.1,27.0,62.71,89.75,5.249,707.6,404.5,35.62,181.04,0.755,3.055,3895.0,24.27,82.9,1.791,129.0,247.85,119.18,1021.0,7368.0,756.0,710.0,1058.0,44.95,339.65,60.34,44.51,126.4,120.05,43.93,26.255,28.99,405.6,394.1,996.5,1.35,89.6
2022-08-10,14.3,27.06,63.69,89.99,5.269,698.0,416.0,36.26,178.81,0.7613,3.049,3890.0,24.55,83.16,1.777,130.2,250.05,118.5,1039.8,7353.0,751.4,743.9,1161.8,45.14,339.5,60.13,45.89,126.2,119.78,44.16,26.83,29.01,415.8,400.0,1015.5,1.362,90.35
2022-08-11,14.29,27.0,62.97,89.0,5.256,705.0,439.0,38.02,174.1,0.7498,3.001,3925.0,25.28,83.81,1.7655,127.3,245.5,117.68,1020.0,7350.0,737.9,747.55,1170.0,45.89,333.0,60.8,44.325,123.45,118.0,43.75,26.75,28.97,414.6,398.3,1002.5,1.354,89.25
2022-08-12,14.302,27.14,64.55,89.85,5.323,700.0,436.5,38.51,174.36,0.801,2.9655,3940.5,26.07,85.76,1.783,131.0,245.1,117.16,1036.0,7410.0,728.8,751.0,1197.0,45.68,336.2,61.56,44.02,124.88,119.09,43.78,26.54,29.03,422.6,405.1,1006.5,1.35,89.77499999999999
2022-08-15,14.58,27.22,64.5,90.99,5.374,708.2,480.0,38.38,174.8,0.7846,3.055,3959.0,27.015,86.84,1.7825,131.6,246.3,117.96,1065.0,7542.0,730.9,761.0,1129.0,45.71,335.9,60.95,46.99,125.0,119.13,44.2,26.49,29.17,425.0,396.7,998.0,1.356,90.0
2022-08-16,14.8,27.08,67.29,90.68,5.539,713.6,473.0,39.4,181.3,0.7947,2.9995,4018.0,27.1,86.38,1.799,132.15,248.0,118.0,1100.6,7663.0,725.4,797.5,1151.6,47.86,348.0,60.7,46.15,126.39,120.6,44.9,26.42,29.24,437.0,416.0,1002.5,1.376,90.325
2022-08-17,14.507,27.02,67.0,90.29,5.423,702.0,476.5,39.31,176.5,0.808,2.997,3907.0,26.725,85.29,1.802,126.75,245.0,116.2,1095.0,7899.0,717.0,785.5,1169.8,52.1,344.1,60.32,46.0,124.5,119.95,44.54,26.0,29.34,432.5,414.0,999.5,1.353,90.9
2022-08-18,14.446,27.0,67.56,97.12,5.428,699.4,464.0,38.24,178.87,0.7952,3.0025,3920.0,26.41,85.4,1.814,126.2,241.95,115.26,1090.0,7884.0,718.0,781.45,1159.4,60.7,346.4,60.47,46.42,126.3,121.73,45.73,26.0,29.12,436.0,415.0,998.0,1.356,90.7
2022-08-19,14.288,26.88,66.77,95.2,5.393,703.4,454.0,37.53,177.6,0.7983,3.0,3972.0,27.0,86.77,1.808,125.8,240.0,114.9,1085.0,8075.0,721.0,789.0,1144.0,55.0,344.8,60.33,45.95,125.2,120.65,48.39,25.745,28.95,431.0,409.2,991.5,1.351,90.0
2022-08-22,14.44,27.0,68.2,94.99,5.506,708.0,489.0,38.24,181.7,0.8,3.039,4017.0,26.9,88.17,1.806,126.34,238.1,116.46,1150.2,8060.0,726.2,775.0,1142.0,58.52,349.6,60.49,46.4,126.06,121.39,46.28,26.05,29.015,443.4,414.0,994.5,1.352,90.2
2022-08-23,14.68,27.18,69.74,95.41,5.504,712.0,483.0,39.4,184.3,0.8108,3.064,4098.0,27.105,88.39,1.804,126.28,236.0,116.88,1135.0,7925.0,722.1,782.0,1156.8,57.0,356.0,60.49,46.7,130.38,125.39,46.52,25.97,29.01,450.2,415.9,997.0,1.369,91.64999999999999
2022-08-24,14.461,27.4,71.3,100.87,5.401,710.0,469.0,39.05,182.83,0.8,3.03,4117.0,26.965,87.93,1.7965,125.65,231.85,117.48,1146.0,7842.0,718.7,790.8,1150.0,55.86,358.2,60.04,46.605,128.15,123.17,46.16,25.22,28.85,451.0,414.9,996.5,1.366,91.375
2022-08-25,14.36,27.18,70.52,103.5,5.418,705.8,477.0,39.29,181.9,0.8112,3.14,4055.0,26.82,88.52,1.802,124.5,236.4,115.2,1140.8,7862.0,705.9,800.1,1152.0,54.92,355.6,59.98,48.8,128.18,123.4,46.6,24.65,28.72,446.9,412.9,993.0,1.393,90.72500000000001
2022-08-26,14.5,28.24,72.0,90.4,5.447,712.6,483.5,39.1,183.62,0.8169,3.186,4115.0,27.28,89.3,1.806,124.34,240.1,115.0,1156.2,7979.0,726.8,819.7,1152.0,58.0,361.5,60.34,48.565,130.4,124.98,47.45,24.96,29.06,450.0,415.0,995.0,1.379,91.2
2022-08-29,14.58,29.4,72.0,92.4,5.374,739.0,481.5,39.25,190.0,0.8025,3.1685,4186.0,28.16,90.5,1.8265,124.12,241.0,116.5,1158.0,8020.0,772.0,819.8,1158.4,60.0,367.3,60.05,49.2,131.17,125.2,47.23,25.07,29.01,454.5,418.0,994.5,1.392,93.25
2022-08-30,14.54,28.74,70.81,90.73,5.51,743.8,503.0,40.5,204.0,0.8,3.1675,4140.0,28.265,89.65,1.8195,125.63,239.3,118.86,1147.0,7962.0,748.5,818.0,1150.0,60.5,361.3,60.05,48.845,130.05,124.6,47.52,25.08,28.915,454.2,418.9,1012.5,1.38,93.975
2022-08-31,14.662,28.9,73.1,91.32,5.646,754.8,519.5,39.8,254.9,0.8004,3.21,4270.0,29.22,90.5,1.8335,124.5,236.3,120.66,1133.0,7918.0,765.8,832.0,1165.0,60.0,368.0,60.03,48.8,134.25,128.32,46.95,25.5,28.98,456.0,418.0,1014.0,1.377,96.72500000000002
2022-09-01,14.46,28.84,72.15,91.81,5.591,742.4,526.0,41.96,249.11,0.8,3.1895,4722.0,29.405,95.96,1.8485,126.15,241.45,118.0,1149.8,8009.0,771.0,827.5,1220.0,61.0,373.5,59.83,48.7,138.2,132.0,46.08,25.22,29.05,442.1,415.0,1012.5,1.378,97.64999999999999
2022-09-02,14.65,30.96,74.22,98.05,5.799,774.4,526.0,41.7,252.8,0.8029,3.242,4595.0,30.0,95.88,1.878,128.4,240.3,122.5,1148.8,7989.0,768.0,837.85,1220.0,61.0,385.1,60.53,49.5,143.8,135.9,46.53,27.37,29.885,450.9,418.4,1034.0,1.396,100.45
2022-09-05,15.434,30.64,74.9,97.11,5.811,798.0,523.5,42.91,250.0,0.8036,3.3125,4658.0,30.4,95.41,1.891,132.85,242.8,126.0,1197.0,8153.0,767.0,831.5,1273.0,60.9,385.1,62.72,49.61,141.0,134.4,47.01,27.345,29.87,461.1,418.0,1039.0,1.443,103.35000000000002
2022-09-06,14.805,30.0,73.62,95.25,5.725,787.8,530.5,42.95,246.0,0.803,3.25,4545.0,29.17,95.8,1.841,130.18,239.0,121.1,1163.8,7935.0,750.2,805.0,1295.6,59.85,375.7,60.74,48.425,137.23,130.12,46.18,26.235,29.29,448.1,410.9,1018.5,1.407,99.55
2022-09-07,14.741,30.92,73.48,95.05,5.9,785.0,526.0,41.41,241.55,0.8003,3.2555,4420.0,28.745,94.05,1.844,127.44,236.05,118.84,1178.0,7789.0,749.1,797.0,1347.0,58.0,375.95,60.7,48.855,136.86,129.16,45.85,25.5,29.005,437.7,410.0,1003.0,1.398,99.39999999999999
2022-09-08,14.711,30.48,71.51,94.25,5.9,774.4,520.0,41.14,243.95,0.79,3.2,4410.0,28.66,93.5,1.828,126.86,237.55,116.8,1157.0,7741.0,744.3,797.5,1328.0,55.88,374.4,60.21,48.56,134.51,127.8,45.94,25.71,29.04,433.0,408.0,1003.0,1.396,98.25
2022-09-09,15.01,30.6,75.19,95.02,6.011,782.8,539.5,41.47,245.34,0.7868,3.245,4470.0,28.985,95.24,1.834,128.21,237.75,117.76,1160.0,7770.0,767.8,820.8,1325.0,57.0,378.0,60.02,49.195,138.15,130.98,45.84,26.4,29.12,441.8,408.3,1007.0,1.418,99.30000000000001
2022-09-12,15.07,30.66,77.1,94.22,6.055,780.0,547.0,42.05,243.3,0.7888,3.256,4560.0,29.73,96.05,1.9105,126.91,240.6,119.78,1187.0,7859.0,793.1,831.45,1323.2,60.0,379.4,60.49,49.78,138.7,131.54,45.8,26.5,29.445,448.0,415.8,1014.0,1.43,100.65
2022-09-13,15.0,29.88,76.32,92.7,6.059,777.8,539.0,42.5,242.64,0.7945,3.218,4542.5,29.445,95.03,1.875,127.5,237.75,118.34,1179.0,7909.0,803.4,818.2,1290.2,58.0,373.4,60.26,48.85,137.0,130.12,46.4,26.005,29.055,441.0,413.7,1009.0,1.413,99.72500000000001
2022-09-14,14.792,29.38,78.48,92.01,6.033,769.6,528.0,42.0,243.32,0.8009,3.251,4472.0,29.27,94.18,1.8535,126.5,237.7,117.84,1175.4,7631.0,786.9,815.2,1278.0,60.0,375.75,60.22,47.9,138.9,131.4,46.11,26.015,29.115,443.0,413.0,1006.5,1.41,100.22500000000001
2022-09-15,14.79,29.38,77.73,92.03,5.956,775.2,526.5,42.55,243.68,0.803,3.253,4530.0,29.785,95.54,1.8565,122.43,238.2,118.84,1190.2,7625.0,814.3,811.0,1315.0,60.4,367.3,60.21,47.92,139.48,132.09,45.9,26.435,29.16,444.8,414.0,1010.0,1.425,100.175
2022-09-16,14.831,29.18,77.8,92.0,5.992,781.4,519.0,41.72,243.8,0.799,3.242,4519.0,30.23,94.98,1.8445,121.94,236.4,117.14,1180.0,7640.0,783.7,803.2,1296.0,59.81,359.05,59.92,47.7,137.73,130.52,45.2,26.035,29.015,438.7,412.9,1004.5,1.415,99.7
2022-09-19,14.889,28.96,76.93,92.6,6.135,782.4,496.0,41.38,244.21,0.7894,3.2725,4496.0,29.965,94.8,1.8385,121.25,235.85,116.7,1171.8,7632.0,748.7,807.2,1293.0,59.0,358.25,60.07,46.815,138.04,130.27,45.41,25.82,29.055,438.3,412.9,1004.5,1.422,99.375
2022-09-20,13.584,27.46,71.32,90.29,5.999,728.6,435.0,37.3,221.15,0.7634,3.0755,4055.0,28.22,88.26,1.7355,107.92,226.7,108.82,1044.0,7207.0,677.4,744.8,1208.8,54.4,330.9,57.58,43.195,125.1,121.45,41.22,23.265,27.5,413.1,385.0,964.0,1.315,92.25
2022-09-21,12.619,26.22,66.94,88.8,5.959,700.8,419.0,36.51,214.07,0.745,2.887,3955.0,27.18,82.9,1.6935,106.72,216.5,100.42,1009.2,7150.0,650.9,701.95,1195.2,51.4,312.55,54.93,40.64,120.23,116.12,39.98,21.7,25.96,379.7,361.0,895.5,1.275,87.15
2022-09-22,12.781,26.86,68.5,91.99,6.035,724.2,416.5,37.16,231.45,0.7452,2.903,4011.0,28.23,85.08,1.7055,114.26,214.9,100.5,1016.6,7370.0,656.8,694.95,1179.4,52.71,315.5,55.9,40.405,124.31,119.23,40.35,22.0,26.405,395.9,386.0,910.0,1.276,89.75
2022-09-23,11.759,26.08,65.63,86.55,5.916,700.4,391.5,35.2,224.84,0.7203,2.775,3948.5,25.5,83.72,1.675,109.01,200.65,91.62,950.8,7188.0,594.8,636.6,1104.8,46.85,296.7,54.32,37.63,119.39,114.47,40.58,20.8,25.095,381.3,370.1,871.0,1.212,85.07499999999999
2022-09-26,10.344,22.64,58.9,77.6,5.789,606.0,331.5,31.85,206.0,0.674,2.5,3708.0,23.16,76.95,1.5995,92.92,186.3,77.3,897.6,6868.0,518.0,557.25,1023.8,46.0,257.9,52.03,33.8,107.06,104.09,35.11,17.35,20.745,345.0,340.9,753.0,1.038,76.87499999999999
2022-09-27,10.729,23.38,61.39,77.72,5.881,624.4,372.5,31.08,217.3,0.6948,2.6375,3865.0,23.41,79.89,1.6,91.5,187.45,81.88,984.8,7026.0,538.9,548.4,1061.8,43.67,266.95,53.93,34.765,112.92,108.51,35.74,18.145,21.6,361.1,349.8,790.0,1.021,79.325
2022-09-28,10.69,23.36,61.25,77.11,5.865,616.6,358.5,31.3,217.38,0.6868,2.5665,3907.5,23.185,78.31,1.589,92.5,186.0,81.7,967.8,7155.0,546.9,539.0,1051.0,46.0,263.0,52.19,34.195,111.06,106.61,36.14,18.25,21.945,359.4,349.0,794.0,1.061,77.575
2022-09-29,10.534,22.7,59.67,79.0,5.862,580.8,351.5,30.01,226.46,0.6856,2.549,3882.5,22.615,76.25,1.578,83.5,183.0,78.06,964.8,6911.0,523.5,511.25,1028.0,45.75,256.05,52.93,33.14,110.41,105.23,35.2,17.945,21.205,352.1,344.2,790.0,1.029,74.85000000000001
