begin,AFKS,AFLT,ALRS,BSPB,CBOM,CHMF,ENPG,FLOT,GAZP,HYDR,IRAO,LKOH,MAGN,MOEX,MSNG,MTLR,MTSS,NLMK,NVTK,PHOR,PIKK,PLZL,POSI,RENI,ROSN,RTKM,RUAL,SBER,SBERP,SELG,SNGS,SNGSP,TATN,TATNP,TRNFP,UPRO,VTBR
2023-08-01,18.655,45.35,85.5,219.88,7.286,1364.6,563.8,99.29,173.21,0.861,4.2275,6008.0,53.39,135.55,3.05,217.4,290.4,212.0,1525.2,7538.0,811.5,1178.5,2158.2,93.7,516.7,75.45,44.07,268.5,266.67,74.3,31.375,46.93,526.5,516.0,1216.5,2.168,128.15
2023-08-02,18.647,45.26,85.61,219.0,7.263,1364.0,567.2,107.59,174.07,0.8541,4.2155,6069.5,53.205,134.8,3.141,230.81,289.55,210.56,1556.2,7581.0,816.0,1179.95,2148.6,93.58,522.95,75.46,43.95,268.57,267.15,74.48,31.49,48.03,537.5,523.8,1235.0,2.158,128.0
2023-08-03,18.933,45.47,88.69,248.0,7.407,1399.0,566.8,109.04,177.1,0.9548,4.2875,6155.0,54.76,134.28,3.15,234.92,290.75,212.52,1602.4,7572.0,838.4,1182.05,2191.0,94.96,526.7,79.0,44.015,269.11,268.2,76.01,31.785,48.905,547.7,530.8,1233.5,2.173,135.35
2023-08-04,18.336,45.29,85.58,268.4,7.238,1348.4,551.0,106.3,173.46,0.9099,4.155,6103.0,53.415,131.55,3.0545,225.47,288.4,206.64,1577.0,7483.0,820.7,1162.25,2135.0,92.26,521.95,76.2,42.765,264.12,264.04,74.35,31.05,48.765,541.9,525.1,1214.0,2.111,132.625
2023-08-07,18.042,45.22,85.54,293.63,7.257,1327.4,544.0,105.38,172.52,0.8904,4.15,6048.5,53.31,130.47,3.0405,219.91,290.05,202.36,1593.4,7492.0,815.9,1163.95,2119.8,91.2,524.6,76.84,43.135,261.92,261.23,75.88,30.65,48.075,548.7,539.2,1208.5,2.096,130.375
2023-08-08,18.105,45.38,86.12,283.98,7.206,1326.2,543.4,106.1,172.71,0.8837,4.16,6124.5,52.555,132.01,3.02,225.31,290.6,202.22,1594.4,7559.0,819.1,1150.45,2149.8,93.04,527.9,76.82,42.845,264.62,264.12,75.1,30.755,49.245,555.5,542.1,1197.0,2.063,133.3
2023-08-09,18.235,45.25,87.17,280.67,7.297,1339.4,538.0,105.06,174.51,0.8937,4.1665,6171.5,52.56,132.0,3.099,224.08,289.6,202.5,1592.2,7547.0,814.2,1150.55,2155.0,94.8,533.2,76.93,43.15,263.91,263.2,76.9,30.79,49.19,569.5,548.6,1189.0,2.058,132.725
2023-08-10,18.704,45.47,88.9,280.51,7.429,1356.4,543.8,107.24,176.65,0.9009,4.192,6252.0,52.93,136.0,3.088,233.94,290.25,205.3,1639.0,7500.0,836.2,1169.75,2209.4,94.66,535.2,76.9,43.4,266.91,266.5,79.11,31.43,49.52,574.9,553.8,1191.5,2.102,142.75
2023-08-11,18.527,45.84,91.98,279.01,7.294,1345.4,553.2,106.61,176.35,0.9184,4.189,6284.5,53.015,135.46,3.07,235.19,291.95,203.94,1658.6,7516.0,847.0,1167.8,2194.8,94.88,549.0,76.6,43.05,266.23,265.86,78.48,32.26,50.6,577.4,559.9,1204.5,2.116,141.5
2023-08-14,17.95,45.09,87.52,273.5,7.098,1307.8,522.0,103.6,177.09,0.9077,4.118,6127.5,51.49,134.04,3.0455,227.34,284.2,197.16,1624.4,7635.0,816.8,1147.1,2134.4,93.96,539.75,74.42,42.85,260.45,260.11,77.8,31.18,48.48,576.3,564.8,1187.5,2.044,137.29999999999998
2023-08-15,17.801,45.13,85.98,271.0,7.025,1305.6,526.2,102.99,176.16,0.88,4.131,6131.5,51.56,140.2,3.0255,226.97,283.2,197.14,1622.0,7607.0,794.8,1152.15,2156.2,94.72,546.3,75.25,42.535,260.42,260.89,76.57,31.015,48.86,574.0,564.2,1186.5,2.056,135.975
2023-08-16,17.56,44.03,83.38,295.95,6.876,1278.0,509.6,103.51,174.14,0.8843,4.055,6094.5,50.085,139.7,2.895,219.33,281.95,191.1,1598.6,7509.0,772.6,1126.85,2119.2,92.84,532.95,74.02,41.145,256.02,255.72,74.89,30.2,47.9,563.0,556.5,1153.0,1.996,133.87500000000003
2023-08-17,17.448,44.7,85.8,294.0,6.922,1291.0,513.2,104.68,174.14,0.8871,4.107,6162.0,51.22,145.87,2.936,219.4,281.4,191.04,1607.2,7494.0,780.6,1131.7,2156.0,95.4,544.45,74.45,41.18,258.5,258.09,76.06,30.38,48.575,568.2,559.8,1156.0,2.04,139.225
2023-08-18,17.864,44.91,88.03,286.8,7.02,1302.2,520.8,105.35,175.48,0.8922,4.147,6277.5,51.68,153.81,2.955,221.2,292.9,194.38,1644.2,7675.0,820.7,1158.8,2274.4,105.0,548.2,76.38,41.215,261.14,260.51,77.7,30.595,49.61,575.1,567.6,1163.5,2.051,139.79999999999998
2023-08-21,17.827,44.83,86.08,283.79,6.963,1299.8,539.6,112.93,176.36,0.9037,4.1555,6265.5,52.145,153.15,2.995,220.76,292.4,197.24,1665.6,7640.0,847.8,1149.15,2249.0,118.5,547.45,76.25,42.19,261.15,260.94,77.68,30.435,49.38,584.6,573.9,1180.5,2.124,139.35
2023-08-22,18.151,44.94,85.05,281.23,6.903,1329.6,538.4,111.51,176.48,0.9003,4.1605,6606.5,53.335,156.46,2.9725,218.83,293.0,198.6,1681.6,7633.0,838.5,1142.0,2275.8,118.94,549.5,75.75,42.005,261.45,261.19,81.55,30.75,49.17,590.3,579.4,1195.5,2.133,138.67499999999998
2023-08-23,17.621,44.14,83.39,279.48,6.852,1302.6,520.0,108.11,173.65,0.8783,4.0955,6412.5,52.065,150.83,2.9535,210.3,285.5,193.8,1642.0,7494.0,805.3,1140.45,2200.6,116.2,534.5,74.35,40.915,256.4,256.47,87.0,30.2,48.035,575.9,567.4,1181.0,2.102,135.09999999999997
2023-08-24,17.8,44.47,85.1,294.35,6.88,1346.8,531.0,112.16,174.97,0.8901,4.1185,6561.5,53.42,153.91,2.9385,211.29,288.65,196.4,1674.4,7518.0,838.5,1146.8,2256.4,113.26,539.8,74.82,41.275,259.63,258.92,85.51,30.595,48.73,581.6,574.6,1203.0,2.133,138.12500000000003
2023-08-25,17.869,44.34,84.69,287.18,6.964,1360.0,532.4,115.15,174.7,0.8931,4.121,6566.0,53.85,155.2,2.9515,210.86,289.0,195.5,1676.2,7526.0,840.5,1145.5,2248.0,113.28,538.85,74.73,41.16,260.5,259.88,83.97,30.51,48.895,587.7,579.6,1207.0,2.151,139.275
2023-08-28,18.305,44.78,84.73,287.69,7.025,1385.4,540.0,114.16,176.2,0.9258,4.17,6662.0,54.915,160.65,2.9625,218.82,290.15,201.3,1681.6,7550.0,855.0,1174.8,2292.0,113.52,545.55,75.52,41.8,266.93,265.2,89.5,30.92,49.795,587.5,582.3,1234.5,2.169,142.17499999999998
2023-08-29,18.125,44.38,82.85,288.5,6.995,1358.6,539.0,113.05,178.69,0.9151,4.212,6779.5,53.895,162.45,3.006,210.1,288.05,197.9,1682.8,7493.0,843.0,1167.4,2293.0,110.5,558.3,75.23,41.5,265.68,265.17,87.01,31.335,50.14,586.5,584.6,1234.5,2.183,141.20000000000002
2023-08-30,18.209,44.12,81.93,287.1,7.041,1385.0,538.0,113.17,177.47,0.9396,4.208,6837.0,54.5,169.74,3.0645,202.68,286.15,199.6,1688.6,7356.0,832.8,1167.05,2322.0,112.98,556.9,75.31,41.31,264.7,264.25,87.3,31.375,50.24,589.4,587.0,1269.0,2.359,140.50000000000003
2023-08-31,18.385,44.02,81.27,288.93,7.092,1427.4,538.0,112.87,177.99,0.9917,4.192,6830.0,55.765,172.25,3.0445,206.01,284.1,204.3,1684.8,7314.0,827.0,1167.1,2343.0,112.36,556.15,75.88,42.0,264.85,264.75,85.99,31.34,49.765,590.2,584.6,1328.5,2.379,144.125
2023-09-01,18.344,44.01,82.23,290.41,7.059,1431.6,536.2,115.22,178.22,0.9879,4.1995,6819.0,55.3,170.42,3.0485,205.64,283.7,202.0,1688.0,7217.0,825.0,1182.4,2377.6,113.18,559.15,75.95,41.93,265.0,264.61,86.0,31.41,49.75,593.0,586.5,1379.5,2.562,143.95
2023-09-04,18.618,44.14,83.0,292.11,7.165,1432.2,554.6,115.31,181.11,1.0257,4.3335,6850.0,55.415,171.11,3.1435,207.17,287.7,202.64,1698.2,7268.0,840.7,1207.3,2404.2,112.92,567.25,76.2,44.045,267.39,266.82,87.15,32.14,50.44,602.5,592.7,1411.0,2.533,146.475
2023-09-05,18.45,44.04,82.12,304.43,7.138,1411.0,560.4,114.19,182.48,1.0278,4.3375,6916.0,54.485,170.03,3.406,204.71,287.6,199.26,1703.8,7217.0,836.0,1203.7,2386.6,112.9,574.4,76.77,43.42,264.75,264.63,91.2,32.3,50.6,607.2,598.4,1398.5,2.509,144.975
2023-09-06,18.495,43.75,82.01,312.32,7.059,1370.0,551.4,114.04,180.96,1.0,4.5435,6867.5,53.04,171.3,3.4245,203.56,287.1,193.26,1690.2,7330.0,825.6,1185.7,2375.4,112.96,578.8,77.85,42.94,263.5,262.94,89.4,32.215,50.08,608.8,600.6,1388.0,2.569,142.575
2023-09-07,18.129,42.54,80.19,301.0,6.9,1342.0,534.0,113.02,177.64,0.9617,4.4405,6666.5,52.88,169.22,3.2295,199.21,283.4,191.58,1663.6,7218.0,803.1,1165.35,2358.4,112.0,564.6,75.56,42.53,258.79,258.26,85.61,31.285,48.945,603.7,590.9,1369.5,2.455,137.725
2023-09-08,17.9,42.4,79.82,301.6,6.791,1316.6,527.0,111.94,175.95,0.9577,4.365,6625.0,52.04,167.98,3.1845,196.21,280.6,187.1,1641.4,7183.0,796.0,1138.9,2329.0,111.02,557.95,76.13,42.255,255.68,255.55,82.9,30.685,48.33,595.5,586.1,1385.0,2.422,135.95
2023-09-11,17.852,41.73,78.15,298.21,6.697,1289.0,517.8,110.31,174.64,0.9238,4.277,6456.0,51.67,167.65,3.1535,192.1,279.0,188.86,1622.0,7149.0,771.9,1139.55,2341.4,109.32,549.1,75.61,42.025,256.25,256.03,81.15,30.125,47.41,588.4,582.5,1430.0,2.386,133.32500000000002
2023-09-12,17.985,42.53,79.64,300.9,6.792,1326.6,526.4,114.48,177.62,0.951,4.351,6729.0,52.685,171.35,3.26,198.39,281.55,195.28,1670.4,7211.0,795.2,1147.1,2404.0,109.68,562.0,76.45,42.9,262.4,261.78,82.35,30.9,49.36,606.6,594.6,1496.5,2.521,136.77499999999998
2023-09-13,17.584,41.87,78.93,304.7,6.813,1295.8,515.2,112.3,174.94,0.925,4.3055,6610.0,52.0,169.72,3.223,192.78,277.55,190.48,1646.4,7138.0,781.8,1148.85,2356.4,113.46,555.15,75.52,42.455,258.18,257.95,82.0,30.425,48.975,604.7,592.3,1477.5,2.442,133.35
2023-09-14,17.577,41.3,78.12,299.65,6.761,1293.6,503.6,108.28,173.52,0.8939,4.245,6519.0,51.755,169.89,3.033,190.77,277.2,192.08,1640.4,7062.0,777.3,1145.65,2315.0,108.8,556.3,74.29,42.175,260.0,259.43,78.66,30.27,48.42,602.5,589.3,1463.0,2.345,133.025
2023-09-15,17.619,41.63,77.0,300.5,6.814,1311.4,515.2,110.93,173.79,0.9118,4.334,6553.0,52.165,177.05,3.082,196.12,278.45,192.6,1656.0,7121.0,782.7,1159.35,2392.6,110.34,562.8,74.77,42.5,260.83,260.39,79.61,30.57,49.87,614.8,596.4,1473.5,2.438,135.425
2023-09-18,17.469,41.52,75.26,305.3,6.829,1292.8,516.6,109.5,172.8,0.8956,4.2685,6526.0,51.215,175.34,3.075,193.88,274.95,190.36,1636.2,7027.0,770.0,1164.2,2381.2,109.7,557.1,74.67,42.53,259.07,258.73,78.57,30.355,49.405,626.2,604.6,1498.5,2.397,134.35
2023-09-19,17.06,40.25,73.64,301.0,6.859,1286.8,495.0,105.4,168.93,0.8489,4.218,6344.0,50.58,172.5,3.001,194.53,270.95,194.44,1599.6,6843.0,743.0,1135.2,2305.8,108.34,544.0,72.36,40.895,252.72,252.59,76.2,29.425,48.6,610.1,599.8,1447.0,2.286,128.35
2023-09-20,17.327,40.14,72.17,296.06,6.765,1285.2,495.2,105.82,169.11,0.8432,4.224,6423.0,50.405,171.69,2.969,198.82,269.95,197.62,1625.6,6857.0,754.4,1141.85,2276.0,106.6,529.35,73.11,40.92,253.77,253.59,75.45,29.2,48.665,611.8,600.4,1438.5,2.257,127.7
2023-09-21,16.9,40.23,69.88,288.99,6.72,1268.8,502.6,104.73,165.85,0.8374,4.1345,6379.0,49.47,173.06,2.9075,197.94,269.5,199.0,1596.2,6665.0,737.3,1116.1,2315.0,101.28,508.0,71.5,41.5,250.16,249.86,77.46,28.455,47.74,597.6,588.0,1386.5,2.299,123.0
2023-09-22,17.09,41.0,72.69,289.9,6.776,1342.0,514.2,106.83,166.7,0.8505,4.2195,6495.0,51.135,182.07,2.9315,204.55,270.15,207.74,1625.2,6690.0,763.4,1115.9,2283.0,105.4,513.9,71.95,40.685,251.99,251.82,78.95,28.66,48.65,610.8,597.3,1428.0,2.31,125.62500000000001
2023-09-25,16.965,40.21,71.97,293.19,6.82,1331.8,504.0,114.15,165.87,0.8781,4.2295,6449.0,50.645,181.17,3.001,203.54,270.05,202.32,1605.2,6610.0,751.2,1103.2,2320.8,108.32,520.65,73.32,40.075,252.65,252.4,78.42,28.92,49.06,604.6,594.3,1419.5,2.31,125.6
2023-09-26,17.08,40.29,73.05,288.3,6.964,1370.8,503.0,113.31,165.36,0.8694,4.2035,6386.0,51.84,182.94,3.004,204.12,273.3,209.0,1628.0,6637.0,750.6,1109.4,2310.2,108.0,517.85,73.1,39.7,255.87,255.45,78.05,28.735,49.735,603.4,593.0,1409.5,2.296,127.49999999999999
2023-09-27,17.388,41.72,73.26,289.68,6.951,1378.4,513.4,116.83,165.53,0.8876,4.23,6490.0,52.095,183.27,3.0115,203.45,276.95,207.36,1647.2,6807.0,755.8,1122.3,2331.4,109.0,529.95,74.0,40.11,256.1,255.6,77.99,29.065,50.555,615.3,602.1,1417.5,2.344,128.075
2023-09-28,17.253,41.43,73.03,289.62,7.065,1375.2,530.6,121.7,169.58,0.8836,4.3255,6645.5,52.215,178.69,3.0745,205.57,276.9,209.5,1664.0,6808.0,754.5,1123.7,2378.0,109.18,535.7,73.8,41.01,257.67,257.28,78.2,30.025,53.155,619.4,608.8,1421.0,2.356,129.025
2023-09-29,17.18,41.5,73.81,289.98,7.04,1368.4,522.2,120.92,167.09,0.8734,4.2925,6677.0,52.46,179.03,3.076,202.81,275.05,209.42,1666.2,6783.0,742.4,1141.8,2371.4,109.2,537.0,73.42,41.285,260.72,260.41,79.44,31.53,57.935,625.4,614.3,1421.0,2.306,128.5
2023-10-02,17.256,40.81,73.19,295.16,7.023,1390.0,524.8,117.91,166.08,0.8526,4.4455,6720.0,52.82,181.87,3.084,205.98,272.1,209.96,1698.0,6728.0,736.5,1118.1,2418.4,109.22,535.55,72.83,40.565,258.98,258.68,80.78,32.59,56.94,639.3,629.2,1425.0,2.298,126.55
2023-10-03,17.352,40.98,74.15,293.17,7.022,1358.4,534.0,119.03,166.75,0.8334,4.435,6754.5,51.6,182.12,3.047,209.19,271.4,209.28,1706.0,6580.0,738.1,1139.6,2396.4,109.14,538.9,72.67,40.54,259.65,259.37,79.15,33.37,56.65,639.1,634.5,1416.0,2.269,125.95
2023-10-04,17.194,40.75,73.18,288.5,6.964,1370.6,528.2,118.4,165.4,0.8365,4.3535,6660.5,52.125,181.05,3.016,215.99,271.85,212.84,1698.0,6522.0,723.6,1137.0,2436.2,108.28,533.95,72.4,40.095,259.53,258.93,79.28,32.785,55.43,634.2,633.7,1406.5,2.237,124.44999999999999
2023-10-05,17.325,40.45,73.78,281.99,6.921,1372.2,524.4,119.58,166.06,0.8346,4.3675,6721.5,51.995,182.84,3.0265,216.75,271.0,210.88,1710.8,6614.0,710.2,1136.25,2443.0,107.06,534.7,72.52,40.09,259.38,259.24,79.59,33.725,56.82,633.8,633.7,1401.0,2.239,123.97500000000001
2023-10-06,17.407,40.63,74.68,280.31,6.945,1367.0,525.2,120.48,166.59,0.8364,4.4125,6797.0,52.84,182.59,3.035,222.74,270.25,212.28,1719.4,6920.0,728.4,1148.65,2464.6,106.8,534.2,72.55,40.08,262.93,262.45,79.25,33.835,56.44,638.0,638.1,1401.5,2.256,125.75000000000001
2023-10-09,17.51,40.56,74.97,262.38,6.996,1368.4,523.0,120.21,167.06,0.8535,4.437,6863.5,52.35,181.01,3.0335,221.66,270.9,209.72,1756.2,6876.0,727.0,1162.7,2497.6,106.86,552.5,75.49,40.07,265.25,264.76,80.1,33.385,55.71,643.7,644.3,1403.5,2.322,127.35
2023-10-10,17.458,40.74,77.32,272.7,7.011,1374.4,523.2,119.8,168.03,0.858,4.425,6853.5,52.695,182.76,3.07,233.29,272.65,207.72,1717.4,6831.0,758.8,1156.95,2526.8,100.12,549.0,74.76,40.46,263.0,262.89,80.27,33.29,55.715,649.5,649.6,1401.0,2.317,126.7
2023-10-11,17.143,40.36,75.89,270.02,7.041,1358.0,510.6,117.99,167.89,0.8376,4.3365,6890.5,51.42,179.2,3.0565,226.86,270.45,201.36,1690.2,6714.0,745.6,1145.7,2500.0,98.84,540.35,74.15,39.635,260.21,260.16,78.0,31.88,53.08,618.8,618.7,1402.5,2.256,124.22500000000001
2023-10-12,17.501,40.4,76.86,269.65,7.009,1368.8,515.0,118.98,169.5,0.8387,4.4035,7120.0,52.325,186.55,3.045,232.27,271.2,199.02,1703.6,6756.0,746.0,1151.35,2515.2,97.16,546.05,76.1,39.705,264.5,264.01,79.64,32.235,53.5,617.6,619.0,1408.5,2.3,125.875
2023-10-13,17.428,40.45,76.7,268.1,7.019,1378.2,515.6,120.15,170.2,0.8394,4.419,7244.0,52.695,185.6,3.0305,237.88,271.05,198.44,1708.4,6761.0,741.6,1168.6,2543.0,95.74,561.85,75.66,39.61,263.51,263.21,80.12,32.48,52.865,628.3,629.6,1418.0,2.295,126.9
2023-10-16,17.665,41.34,76.9,267.81,7.099,1403.8,516.8,121.0,172.55,0.8705,4.4695,7335.0,53.9,188.37,3.07,237.42,275.6,200.3,1729.6,6876.0,759.5,1171.55,2433.4,98.5,568.65,75.79,40.42,268.15,268.04,80.28,32.785,54.34,628.9,630.2,1441.0,2.308,129.9
2023-10-17,17.636,41.13,77.01,271.88,7.266,1422.2,516.4,125.05,171.97,0.8607,4.4585,7384.5,53.515,190.69,3.17,237.04,275.9,199.56,1728.6,6885.0,767.2,1184.95,2317.0,101.08,573.05,78.7,40.195,270.0,269.95,80.3,32.95,54.9,628.5,629.0,1462.5,2.35,130.975
2023-10-18,17.518,40.83,72.82,269.6,7.207,1408.6,517.6,123.62,170.18,0.8586,4.4195,7488.0,53.395,190.21,3.114,245.09,275.0,197.56,1730.0,6948.0,772.0,1192.85,2334.0,101.92,586.8,77.51,39.995,267.9,267.55,80.91,32.96,55.685,632.3,630.7,1489.0,2.319,130.6
2023-10-19,17.424,40.88,72.2,267.0,7.217,1396.0,512.8,123.0,170.38,0.8651,4.4475,7486.0,53.27,190.4,3.1635,260.61,273.4,197.0,1723.2,6899.0,765.9,1188.75,2314.0,101.3,595.25,77.8,39.915,268.65,268.23,83.15,32.895,55.39,633.1,628.0,1478.0,2.318,130.84999999999997
2023-10-20,17.838,40.93,72.06,263.53,7.213,1409.8,515.4,122.38,171.39,0.8731,4.4355,7491.5,52.93,189.18,3.153,255.22,274.85,197.22,1708.6,6770.0,762.8,1182.9,2280.6,99.88,602.9,77.39,40.685,269.8,269.57,81.0,32.615,54.44,630.4,625.1,1459.5,2.317,129.97500000000002
2023-10-23,17.707,40.94,72.61,261.3,7.338,1399.8,514.0,123.16,170.39,0.8729,4.519,7462.5,52.93,186.78,3.333,259.0,275.0,194.22,1688.0,6829.0,763.8,1179.7,2217.8,99.46,593.3,77.55,40.54,270.1,269.75,80.11,32.275,53.125,626.6,621.8,1445.5,2.433,130.55
2023-10-24,17.77,40.79,72.36,258.01,7.349,1395.2,512.6,123.31,170.19,0.8817,4.526,7444.0,52.79,188.65,3.27,269.71,280.1,194.46,1679.4,6819.0,759.2,1175.9,2195.6,98.72,586.2,77.5,40.665,271.27,270.85,79.46,32.82,56.3,625.5,620.0,1454.0,2.416,133.075
2023-10-25,17.654,40.87,71.54,257.6,7.269,1387.4,519.0,124.15,169.62,0.8765,4.5,7437.5,53.385,187.6,3.259,289.49,283.85,191.68,1695.0,6877.0,751.0,1175.6,2258.6,97.8,590.5,77.52,40.275,273.73,272.87,78.96,33.24,56.28,622.3,619.1,1458.0,2.401,131.975
2023-10-26,17.494,39.98,70.79,253.59,7.2,1369.6,509.0,121.75,168.45,0.8514,4.3735,7228.5,52.455,188.15,3.178,277.73,279.55,192.1,1682.0,6810.0,742.4,1157.7,2203.2,97.3,583.0,76.76,39.87,269.9,269.6,76.97,32.575,55.37,613.6,613.8,1440.0,2.365,127.75
2023-10-27,17.326,40.26,70.74,248.5,7.203,1362.8,503.6,120.74,167.26,0.8401,4.3785,7318.0,53.15,191.5,3.1925,283.99,282.15,191.5,1678.4,6790.0,730.9,1172.6,2199.0,95.6,594.6,76.09,39.995,269.7,269.24,79.07,32.785,56.36,622.4,617.4,1445.5,2.362,126.64999999999999
2023-10-30,17.219,39.89,70.03,251.86,7.194,1372.0,502.8,122.7,167.16,0.8381,4.368,7248.0,52.93,191.59,3.233,276.81,277.7,192.14,1681.0,6734.0,722.0,1165.0,2160.6,95.32,587.2,76.2,39.735,269.89,269.11,78.29,32.98,57.01,621.2,615.8,1432.0,2.405,125.8
2023-10-31,17.045,39.35,69.98,250.34,7.193,1354.8,498.4,120.6,167.88,0.8212,4.2805,7150.5,51.86,189.71,3.151,266.82,271.75,189.76,1661.0,6641.0,707.5,1132.3,2124.0,94.98,574.55,75.22,39.34,268.35,267.93,77.26,32.675,56.54,607.6,599.5,1419.5,2.366,126.575
2023-11-01,16.93,39.25,70.5,252.4,7.242,1351.0,501.2,121.51,170.08,0.8185,4.2945,7240.0,52.53,192.89,3.226,270.49,273.3,189.16,1659.0,6669.0,724.9,1147.25,2176.8,98.2,579.5,75.3,39.415,269.68,269.12,78.75,32.345,56.24,606.3,599.4,1432.0,2.359,126.0
2023-11-02,16.461,39.25,70.87,249.16,7.198,1359.8,499.4,121.67,168.18,0.812,4.249,7253.5,52.34,199.55,3.2175,278.2,270.15,187.5,1639.8,6701.0,719.3,1140.05,2165.2,96.5,586.25,75.44,39.325,269.06,268.5,77.65,31.87,55.705,602.7,594.2,1445.0,2.373,125.275
2023-11-03,16.664,38.97,70.01,238.4,7.207,1372.0,500.0,120.17,169.19,0.8053,4.205,7238.0,52.46,203.93,3.2005,277.73,271.35,194.2,1608.4,6655.0,717.6,1141.35,2207.8,96.0,581.5,74.7,40.225,268.54,268.39,77.64,31.775,56.33,601.7,588.7,1438.5,2.377,124.49999999999999
2023-11-06,16.796,39.64,70.17,245.58,7.312,1386.2,511.2,120.3,169.48,0.8196,4.2705,7376.0,52.32,205.49,3.183,283.67,271.8,199.36,1644.4,6798.0,727.9,1136.35,2252.4,96.2,588.95,75.67,40.015,273.42,272.75,78.12,32.43,57.985,609.7,601.2,1446.0,2.391,126.82499999999999
2023-11-07,16.949,40.1,70.39,259.87,7.311,1391.6,511.4,121.21,168.53,0.815,4.254,7333.5,52.48,205.34,3.1805,293.0,272.65,196.86,1634.2,6775.0,736.0,1135.15,2209.8,95.74,583.95,76.79,40.245,273.31,272.61,77.99,32.06,57.78,611.2,598.8,1456.0,2.385,125.85000000000001
2023-11-08,16.756,39.93,71.62,263.62,7.312,1375.2,520.0,124.22,168.49,0.8174,4.3105,7295.0,52.17,204.05,3.236,301.9,274.35,194.6,1623.4,6821.0,728.5,1129.45,2191.4,96.92,581.65,76.84,40.055,278.15,276.85,77.54,32.57,58.04,614.5,607.3,1449.0,2.38,126.07500000000002
2023-11-09,16.828,39.39,71.36,258.0,7.292,1359.2,514.6,124.04,168.16,0.8147,4.2855,7260.0,51.86,205.11,3.1785,308.4,276.45,195.44,1612.2,6877.0,729.1,1128.55,2183.0,96.72,583.1,77.95,40.06,276.65,276.05,77.17,32.78,59.5,615.2,604.2,1445.5,2.364,125.02499999999999
2023-11-10,16.887,39.19,70.37,254.09,7.376,1366.8,508.2,123.0,168.25,0.8075,4.2485,7288.5,51.97,211.1,3.187,320.41,274.8,195.3,1618.2,6872.0,718.5,1117.9,2159.8,96.3,598.3,78.35,39.745,280.19,279.3,76.09,32.61,59.08,620.0,609.1,1449.5,2.319,124.525
2023-11-13,16.854,38.8,68.5,251.6,7.443,1378.8,502.4,124.43,167.85,0.8075,4.274,7277.5,52.22,202.49,3.145,314.99,278.65,195.94,1623.6,6813.0,718.1,1125.6,2140.4,96.0,598.3,81.65,39.465,283.97,282.74,71.1,32.305,58.2,616.3,608.0,1453.0,2.246,123.87499999999999
2023-11-14,16.58,38.38,68.02,245.0,7.341,1356.8,490.8,122.9,165.86,0.7899,4.2425,7200.0,51.775,198.41,3.043,315.3,273.0,191.22,1594.0,6854.0,711.2,1130.85,2075.2,97.0,591.3,80.67,39.28,280.87,279.54,68.65,31.58,57.205,610.7,609.9,1438.5,2.21,120.525
2023-11-15,16.729,38.68,68.66,250.5,7.346,1360.0,495.8,123.89,166.46,0.7911,4.235,7224.0,51.735,202.79,3.081,329.09,277.05,190.94,1566.8,6864.0,709.6,1126.3,2088.4,96.46,585.0,81.5,39.275,282.89,281.49,71.5,32.06,58.06,611.8,609.6,1467.0,2.279,122.175
2023-11-16,16.48,38.28,66.95,245.93,7.325,1350.8,488.8,125.95,165.48,0.7784,4.214,7135.5,51.4,202.13,3.104,331.31,271.05,189.92,1538.2,6789.0,701.7,1120.7,2071.0,100.7,572.75,80.35,39.035,279.7,278.91,69.66,31.175,57.18,602.1,598.9,1445.0,2.23,120.75
2023-11-17,16.549,38.54,66.66,245.64,7.455,1351.0,489.8,127.28,165.31,0.7828,4.223,7225.5,51.565,201.84,3.063,327.83,269.05,190.32,1536.0,6791.0,707.0,1122.0,2064.0,97.66,583.3,81.55,39.04,281.6,280.79,70.2,32.305,59.0,615.5,615.0,1452.5,2.233,121.925
2023-11-20,16.52,38.57,66.38,244.9,7.448,1332.4,488.4,127.14,165.51,0.7976,4.257,7194.5,51.44,201.92,3.0805,315.01,269.95,187.78,1545.6,6795.0,696.7,1120.9,2112.8,98.1,581.5,83.0,39.0,282.91,282.27,70.53,32.04,58.47,615.4,614.8,1457.0,2.26,122.075
2023-11-21,16.532,39.11,67.07,243.96,7.516,1327.0,495.4,127.05,165.15,0.7972,4.298,7209.0,51.515,205.63,3.112,327.38,272.85,186.86,1539.0,6813.0,708.4,1133.85,2101.4,97.38,583.4,81.81,38.915,282.79,282.48,72.85,32.345,58.96,634.2,629.5,1455.0,2.25,122.39999999999999
2023-11-22,16.833,39.01,66.6,246.64,7.665,1349.8,492.2,127.27,165.37,0.7959,4.2875,7299.0,52.43,206.9,3.08,314.1,269.9,187.4,1525.8,6800.0,707.6,1131.3,2128.4,96.68,581.75,81.88,38.63,286.16,285.63,71.96,32.2,58.68,640.8,638.8,1454.5,2.267,126.0
2023-11-23,16.558,38.67,66.14,242.92,7.642,1330.4,486.0,128.36,164.11,0.7845,4.237,7258.0,52.21,205.46,3.068,313.6,266.25,184.4,1511.2,6781.0,702.9,1133.95,2139.6,96.12,580.8,81.02,38.3,286.19,285.12,70.32,31.95,58.375,641.1,639.7,1453.5,2.233,124.55
